rep	L	N	Va	genlen	Nest	va0_est	emp_va	Ne_est
7	500	1000	0.01	0.5	1805.328032489293	0.01446192110568139	0.009795698970643179	774.6533380853793
7	500	1000	0.01	0.5	1447.286384059952	0.01124513970894641	0.009795698970643179	774.6533380853793
8	500	1000	0.01	0.5	759.5769105072994	-0.0012990173528773302	0.010069363362000297	774.6533380853793
8	500	1000	0.01	0.5	2122.4042354026237	0.02353485412384179	0.010069363362000297	774.6533380853793
8	500	1000	0.01	0.5	1044.3013747363443	0.008950444541648214	0.010069363362000297	774.6533380853793
8	500	1000	0.01	0.5	1483.900867037016	0.01692613764201682	0.010069363362000297	774.6533380853793
9	500	1000	0.01	0.5	817.2304951638815	-0.012115223901925732	0.010518726475888147	774.6533380853793
9	500	1000	0.01	0.5	985.35647344872325	0.0030398366601171504	0.010518726475888147	774.6533380853793
9	500	1000	0.01	0.5	1137.0997780344148	0.008944460829243944	0.010518726475888147	774.6533380853793
9	500	1000	0.01	0.5	1464.4974939355382	0.010946464521658046	0.010518726475888147	774.6533380853793
10	500	1000	0.01	0.5	640.4705438025105	-0.011599044549911508	0.010675032006952972	774.6533380853793
10	500	1000	0.01	0.5	1175.5832393978637	0.013394317217561208	0.010675032006952972	774.6533380853793
10	500	1000	0.01	0.5	662.2034128646955	-0.01296933954999607	0.010675032006952972	774.6533380853793
10	500	1000	0.01	0.5	4485.365871119823	0.02824920147160884	0.010675032006952972	774.6533380853793
11	500	1000	0.01	0.5	2902.791377208496	0.0490687662245739	0.009906478825518166	774.6533380853793
11	500	1000	0.01	0.5	2225.4051257271503	0.04080967426367869	0.009906478825518166	774.6533380853793
11	500	1000	0.01	0.5	700.1286714856075	0.01563207581865349	0.009906478825518166	774.6533380853793
11	500	1000	0.01	0.5	1037.692516222136	0.03213536266672817	0.009906478825518166	774.6533380853793
12	500	1000	0.01	0.5	1606.1437688281133	0.02588682093709624	0.010964974537214723	774.6533380853793
12	500	1000	0.01	0.5	1581.3417796197473	0.019778903357407403	0.010964974537214723	774.6533380853793
12	500	1000	0.01	0.5	1236.0019863791163	0.02530342506092672	0.010964974537214723	774.6533380853793
12	500	1000	0.01	0.5	925.9007088294452	0.008074007721815614	0.010964974537214723	774.6533380853793
13	500	1000	0.01	0.5	542.6800464433362	-0.026808702594498898	0.008907465292980052	774.6533380853793
13	500	1000	0.01	0.5	988.506404940091	0.008499081848906822	0.008907465292980052	774.6533380853793
13	500	1000	0.01	0.5	1856.8830650459804	0.024219500512711746	0.008907465292980052	774.6533380853793
13	500	1000	0.01	0.5	770.4478377907163	0.0033972266565909658	0.008907465292980052	774.6533380853793
14	500	1000	0.01	0.5	964.1861918221443	0.008767773113784233	0.011214545324828967	774.6533380853793
14	500	1000	0.01	0.5	1807.1470407608958	0.02701618084105463	0.011214545324828967	774.6533380853793
14	500	1000	0.01	0.5	810.9622474436713	0.003925063854809445	0.011214545324828967	774.6533380853793
14	500	1000	0.01	0.5	990.4271168545417	0.0074923993344485915	0.011214545324828967	774.6533380853793
15	500	1000	0.01	0.5	1035.2356407917496	0.016265703239344738	0.009202042090178986	774.6533380853793
15	500	1000	0.01	0.5	719.368033107316	-0.004692722832029806	0.009202042090178986	774.6533380853793
15	500	1000	0.01	0.5	1000.0415586887419	0.013414758650730444	0.009202042090178986	774.6533380853793
15	500	1000	0.01	0.5	1263.9661354302455	0.022332939336250992	0.009202042090178986	774.6533380853793
16	500	1000	0.01	0.5	585.5528245646595	-0.013433819073550863	0.009871766275122337	774.6533380853793
16	500	1000	0.01	0.5	997.3206405396346	0.011470938070866195	0.009871766275122337	774.6533380853793
16	500	1000	0.01	0.5	1868.8397314289389	0.027493530118720213	0.009871766275122337	774.6533380853793
16	500	1000	0.01	0.5	705.5922217357977	0.002247172599107925	0.009871766275122337	774.6533380853793
17	500	1000	0.01	0.5	1337.7339362687073	0.025534527821411728	0.009903670595646886	774.6533380853793
17	500	1000	0.01	0.5	1014.3393022348336	0.008359114177806786	0.009903670595646886	774.6533380853793
17	500	1000	0.01	0.5	708.161135306665	0.004602578128115948	0.009903670595646886	774.6533380853793
17	500	1000	0.01	0.5	686.0377551546663	-0.004944910756707847	0.009903670595646886	774.6533380853793
18	500	1000	0.01	0.5	755.911538760852	0.003350687821786195	0.008155484466231051	774.6533380853793
18	500	1000	0.01	0.5	1156.5322009916124	0.013438432103236003	0.008155484466231051	774.6533380853793
18	500	1000	0.01	0.5	659.5680369403728	-0.014446309369968867	0.008155484466231051	774.6533380853793
18	500	1000	0.01	0.5	891.2635940989986	0.0072861909456914	0.008155484466231051	774.6533380853793
19	500	1000	0.01	0.5	1433.2896828967857	0.022310340710926413	0.010505437156730496	774.6533380853793
19	500	1000	0.01	0.5	3533.5664217747053	0.03993174212609692	0.010505437156730496	774.6533380853793
19	500	1000	0.01	0.5	671.6951932988836	9.056816048615758e-4	0.010505437156730496	774.6533380853793
19	500	1000	0.01	0.5	733.914096465755	0.009547400947778296	0.010505437156730496	774.6533380853793
20	500	1000	0.01	0.5	992.8331852768862	-0.0025609546013794938	0.009111267762341186	774.6533380853793
20	500	1000	0.01	0.5	741.8698451494201	-0.011321575867377595	0.009111267762341186	774.6533380853793
20	500	1000	0.01	0.5	1183.9296843921013	0.003990945901915953	0.009111267762341186	774.6533380853793
20	500	1000	0.01	0.5	821.686208369202	-0.010758461432317849	0.009111267762341186	774.6533380853793
21	500	1000	0.01	0.5	846.0437237783325	0.012256739552416438	0.013356708651984328	774.6533380853793
21	500	1000	0.01	0.5	1485.406285258577	0.00759833053026587	0.013356708651984328	774.6533380853793
21	500	1000	0.01	0.5	619.2521235122817	-0.0034641482500867115	0.013356708651984328	774.6533380853793
21	500	1000	0.01	0.5	1105.9308406531563	0.014950141548672542	0.013356708651984328	774.6533380853793
22	500	1000	0.01	0.5	636.8553894823206	-0.012899649707059067	0.009588771625155456	774.6533380853793
22	500	1000	0.01	0.5	920.6263408926482	0.00980575314192714	0.009588771625155456	774.6533380853793
22	500	1000	0.01	0.5	546.3604637231228	-0.01508745982914121	0.009588771625155456	774.6533380853793
22	500	1000	0.01	0.5	604.4643908481551	-0.006289475829514739	0.009588771625155456	774.6533380853793
23	500	1000	0.01	0.5	1716.0739069238728	0.03444811754699161	0.012187633158693026	774.6533380853793
23	500	1000	0.01	0.5	3773.1764615640964	0.03826276967152882	0.012187633158693026	774.6533380853793
23	500	1000	0.01	0.5	778.2499686043134	0.0033460223829148237	0.012187633158693026	774.6533380853793
23	500	1000	0.01	0.5	956.2138313734083	0.012860780677425005	0.012187633158693026	774.6533380853793
24	500	1000	0.01	0.5	583.4215254292786	-0.00916729328442192	0.01044112030990245	774.6533380853793
24	500	1000	0.01	0.5	740.8913005859307	0.0048690716207550905	0.01044112030990245	774.6533380853793
24	500	1000	0.01	0.5	2476.2632002868836	0.024881816980023248	0.01044112030990245	774.6533380853793
24	500	1000	0.01	0.5	767.8161649637565	-0.0016735117809351398	0.01044112030990245	774.6533380853793
25	500	1000	0.01	0.5	1323.7273107562862	0.019964106512638417	0.012718999630127495	774.6533380853793
25	500	1000	0.01	0.5	1245.6606405897955	0.016729412846418677	0.012718999630127495	774.6533380853793
25	500	1000	0.01	0.5	687.5306049181024	-0.0025800138659289006	0.012718999630127495	774.6533380853793
25	500	1000	0.01	0.5	510.12823684590853	-0.01399263734075879	0.012718999630127495	774.6533380853793
26	500	1000	0.01	0.5	1885.9820454380563	0.02258821687442056	0.01146112156228313	774.6533380853793
26	500	1000	0.01	0.5	2676.633076375357	0.02939415900343224	0.01146112156228313	774.6533380853793
26	500	1000	0.01	0.5	1879.875369355121	0.017360108603127682	0.01146112156228313	774.6533380853793
26	500	1000	0.01	0.5	864.7719675304448	0.0014746659337872222	0.01146112156228313	774.6533380853793
27	500	1000	0.01	0.5	671.6563952693955	-0.011190319138345096	0.008795318161539353	774.6533380853793
27	500	1000	0.01	0.5	679.6117717653228	-0.010395283011551152	0.008795318161539353	774.6533380853793
27	500	1000	0.01	0.5	815.9938507121137	2.7324305565525444e-4	0.008795318161539353	774.6533380853793
27	500	1000	0.01	0.5	1473.1341866577402	0.017679428785766657	0.008795318161539353	774.6533380853793
28	500	1000	0.01	0.5	1491.5065602699362	0.014580616569959395	0.009923028913455926	774.6533380853793
28	500	1000	0.01	0.5	667.6680254259177	-0.010428807099846171	0.009923028913455926	774.6533380853793
28	500	1000	0.01	0.5	1187.8315306208265	0.013768300056180143	0.009923028913455926	774.6533380853793
28	500	1000	0.01	0.5	2370.3329565080203	0.01690948581276836	0.009923028913455926	774.6533380853793
29	500	1000	0.01	0.5	1044.4862688648107	0.010727755675930766	0.010012959560759288	774.6533380853793
29	500	1000	0.01	0.5	527.3803619145466	-0.01974967292546236	0.010012959560759288	774.6533380853793
29	500	1000	0.01	0.5	777.9065523985872	-0.0013969436797329651	0.010012959560759288	774.6533380853793
29	500	1000	0.01	0.5	1482.5957827114396	0.006372206004312816	0.010012959560759288	774.6533380853793
30	500	1000	0.01	0.5	635.4661268465923	-0.010284648824885789	0.010854067794621088	774.6533380853793
30	500	1000	0.01	0.5	553.5286185126415	-0.015478984108293731	0.010854067794621088	774.6533380853793
30	500	1000	0.01	0.5	1184.058443048273	0.019348040554695446	0.010854067794621088	774.6533380853793
30	500	1000	0.01	0.5	1248.3287119353408	0.01862929482069129	0.010854067794621088	774.6533380853793
1	500	1000	0.01	1.5	628.108152880664	-0.01972260282611936	0.009005634145882364	878.0675615098439
1	500	1000	0.01	1.5	671.6509372146747	-0.004742546276328661	0.009005634145882364	878.0675615098439
1	500	1000	0.01	1.5	662.4426238953208	-0.008580024421871646	0.009005634145882364	878.0675615098439
1	500	1000	0.01	1.5	1039.0236259923195	0.0459178376551386	0.009005634145882364	878.0675615098439
2	500	1000	0.01	1.5	2285.438952648797	0.05457868037484374	0.009340098547684883	878.0675615098439
2	500	1000	0.01	1.5	4810.554440018933	0.07416382792462849	0.009340098547684883	878.0675615098439
2	500	1000	0.01	1.5	1349.914876385443	0.025620493998921426	0.009340098547684883	878.0675615098439
2	500	1000	0.01	1.5	717.1523725460443	-0.022246924652846375	0.009340098547684883	878.0675615098439
3	500	1000	0.01	1.5	963.8207847242495	0.019045410701254713	0.010323175473939138	878.0675615098439
3	500	1000	0.01	1.5	757.6059556215376	-0.0040219065531373515	0.010323175473939138	878.0675615098439
3	500	1000	0.01	1.5	944.1215262691927	0.0017718400290231205	0.010323175473939138	878.0675615098439
3	500	1000	0.01	1.5	1267.0509406282047	0.03320933590411398	0.010323175473939138	878.0675615098439
4	500	1000	0.01	1.5	-4732.869430074622	0.11799374930086902	0.011004014695583833	878.0675615098439
4	500	1000	0.01	1.5	1154.951109020004	0.03742728064226188	0.011004014695583833	878.0675615098439
4	500	1000	0.01	1.5	1046.9247791081923	0.011122680674321903	0.011004014695583833	878.0675615098439
4	500	1000	0.01	1.5	1000.7989766820571	0.023154776606877262	0.011004014695583833	878.0675615098439
5	500	1000	0.01	1.5	695.2478691198895	-0.025569833522721536	0.010096228029792346	878.0675615098439
5	500	1000	0.01	1.5	2058.4463815500317	0.035681321500059225	0.010096228029792346	878.0675615098439
5	500	1000	0.01	1.5	1007.0921224484798	0.015322920004562526	0.010096228029792346	878.0675615098439
5	500	1000	0.01	1.5	1843.1973546033926	0.05070020818980293	0.010096228029792346	878.0675615098439
6	500	1000	0.01	1.5	3438.393087760734	0.07253115340884835	0.01019616905387742	878.0675615098439
6	500	1000	0.01	1.5	1783.2315945856892	0.044979821936907305	0.01019616905387742	878.0675615098439
6	500	1000	0.01	1.5	1390.2303506255905	0.04945983916232187	0.01019616905387742	878.0675615098439
6	500	1000	0.01	1.5	913.3015557425987	0.0285146859378598	0.01019616905387742	878.0675615098439
7	500	1000	0.01	1.5	1113.870075696251	0.00582242009750605	0.009549471469757686	878.0675615098439
7	500	1000	0.01	1.5	2069.5344968092168	0.05608412948946563	0.009549471469757686	878.0675615098439
7	500	1000	0.01	1.5	517.193760512673	-0.07539727657901456	0.009549471469757686	878.0675615098439
7	500	1000	0.01	1.5	1039.4628872156477	-0.006168338801573717	0.009549471469757686	878.0675615098439
8	500	1000	0.01	1.5	1369.8856750406967	0.0066006112974290095	0.010393056879339663	878.0675615098439
8	500	1000	0.01	1.5	568.6779288456697	-0.04605220128622088	0.010393056879339663	878.0675615098439
8	500	1000	0.01	1.5	1447.9443119706539	0.03755125459233521	0.010393056879339663	878.0675615098439
8	500	1000	0.01	1.5	1614.4884249890622	0.04966054087045076	0.010393056879339663	878.0675615098439
9	500	1000	0.01	1.5	961.0275402739844	-0.004684128719901831	0.010742565743969387	878.0675615098439
9	500	1000	0.01	1.5	1334.8366319926465	0.02960473890736468	0.010742565743969387	878.0675615098439
9	500	1000	0.01	1.5	551.6767729124613	-0.06047251337390951	0.010742565743969387	878.0675615098439
9	500	1000	0.01	1.5	869.7710581953653	0.0014252892890987924	0.010742565743969387	878.0675615098439
10	500	1000	0.01	1.5	874.1761193174668	-0.011698680637929247	0.009689469554948024	878.0675615098439
10	500	1000	0.01	1.5	1013.5201657709448	-0.014475123005961175	0.009689469554948024	878.0675615098439
10	500	1000	0.01	1.5	1337.589962747491	-0.0048806169737911605	0.009689469554948024	878.0675615098439
10	500	1000	0.01	1.5	1013.076877650136	0.0072576866595493806	0.009689469554948024	878.0675615098439
11	500	1000	0.01	1.5	696.6411257769744	-0.02127893405999985	0.010687985196450775	878.0675615098439
11	500	1000	0.01	1.5	1675.4639320936724	0.04365531553169183	0.010687985196450775	878.0675615098439
11	500	1000	0.01	1.5	1360.0867817821836	0.04078736885968777	0.010687985196450775	878.0675615098439
11	500	1000	0.01	1.5	1909.479297520564	0.06412224103671951	0.010687985196450775	878.0675615098439
12	500	1000	0.01	1.5	2014.9455192457308	0.05866254750231831	0.009927097670483163	878.0675615098439
12	500	1000	0.01	1.5	3726.761003627603	0.07178759492219126	0.009927097670483163	878.0675615098439
12	500	1000	0.01	1.5	17885.766815324816	0.0908143532100961	0.009927097670483163	878.0675615098439
12	500	1000	0.01	1.5	580.0242318352307	-0.03807706045337694	0.009927097670483163	878.0675615098439
13	500	1000	0.01	1.5	1041.0410841085327	0.024631141538938202	0.008723103168198335	878.0675615098439
13	500	1000	0.01	1.5	1571.7884873067826	0.0409114174958643	0.008723103168198335	878.0675615098439
13	500	1000	0.01	1.5	817.5204954108967	8.91943263470989e-4	0.008723103168198335	878.0675615098439
13	500	1000	0.01	1.5	2204.556379179526	0.055006790736260344	0.008723103168198335	878.0675615098439
14	500	1000	0.01	1.5	1259.739799980484	0.027977709392679292	0.01037075607626671	878.0675615098439
14	500	1000	0.01	1.5	451.63418597602936	-0.08148532761584015	0.01037075607626671	878.0675615098439
14	500	1000	0.01	1.5	843.4615846458951	-0.003956327677257307	0.01037075607626671	878.0675615098439
14	500	1000	0.01	1.5	1593.4562542160838	0.046291995982355394	0.01037075607626671	878.0675615098439
15	500	1000	0.01	1.5	-37920.60248254759	0.093681076902568855	0.008422199503758502	878.0675615098439
15	500	1000	0.01	1.5	785.368986832382	-0.002828336442647936	0.008422199503758502	878.0675615098439
15	500	1000	0.01	1.5	1911.7118800991016	0.06534803674420975	0.008422199503758502	878.0675615098439
15	500	1000	0.01	1.5	1558.1927932870685	0.03913983457956355	0.008422199503758502	878.0675615098439
16	500	1000	0.01	1.5	5884.077441601317	0.09023680082510148	0.010110263448735645	878.0675615098439
16	500	1000	0.01	1.5	4779.908713390639	0.09349896080088906	0.010110263448735645	878.0675615098439
16	500	1000	0.01	1.5	878.0162465480234	0.005980262486745088	0.010110263448735645	878.0675615098439
16	500	1000	0.01	1.5	1692.5419479506504	0.050792649196040963	0.010110263448735645	878.0675615098439
17	500	1000	0.01	1.5	1833.8723665993684	0.07935948495558064	0.011577811601503583	878.0675615098439
17	500	1000	0.01	1.5	1978.587396359719	0.06650495946746757	0.011577811601503583	878.0675615098439
17	500	1000	0.01	1.5	618.7472889769227	-0.01508462186517376	0.011577811601503583	878.0675615098439
17	500	1000	0.01	1.5	1061.5219800061168	0.018936996975906242	0.011577811601503583	878.0675615098439
18	500	1000	0.01	1.5	555.6713342669108	-0.05948385853207805	0.009134605933911365	878.0675615098439
18	500	1000	0.01	1.5	2549.2227808848643	0.05950180061536836	0.009134605933911365	878.0675615098439
18	500	1000	0.01	1.5	1065.8278353161788	0.021581063097460263	0.009134605933911365	878.0675615098439
18	500	1000	0.01	1.5	3042.2393560972173	0.0707129150960652	0.009134605933911365	878.0675615098439
19	500	1000	0.01	1.5	1010.0085601402769	0.019337093540594725	0.009272068884346169	878.0675615098439
19	500	1000	0.01	1.5	1316.2223341576448	0.04753856936022395	0.009272068884346169	878.0675615098439
19	500	1000	0.01	1.5	1831.873390497383	0.03949499272796596	0.009272068884346169	878.0675615098439
19	500	1000	0.01	1.5	670.8903328479486	-0.015165716338583086	0.009272068884346169	878.0675615098439
20	500	1000	0.01	1.5	1307.8384470104147	0.022890861910583923	0.010451684080863555	878.0675615098439
20	500	1000	0.01	1.5	1457.1489239871828	0.042418878766485965	0.010451684080863555	878.0675615098439
20	500	1000	0.01	1.5	847.0699081590333	-0.0016275592357181611	0.010451684080863555	878.0675615098439
20	500	1000	0.01	1.5	891.0511364879134	0.004599655957520613	0.010451684080863555	878.0675615098439
21	500	1000	0.01	1.5	1221.7872058981832	0.032159936694301575	0.010067645547878944	878.0675615098439
21	500	1000	0.01	1.5	1176.3332375216812	0.03438031400295912	0.010067645547878944	878.0675615098439
21	500	1000	0.01	1.5	1174.0441028813714	0.011985532034863926	0.010067645547878944	878.0675615098439
21	500	1000	0.01	1.5	2466.411326526924	0.06823064707778657	0.010067645547878944	878.0675615098439
22	500	1000	0.01	1.5	1309.1801940929213	0.02537124748115271	0.010812794248677695	878.0675615098439
22	500	1000	0.01	1.5	1133.3200889391069	0.022858422190647855	0.010812794248677695	878.0675615098439
22	500	1000	0.01	1.5	867.236236257764	0.011866916298189633	0.010812794248677695	878.0675615098439
22	500	1000	0.01	1.5	1060.9056076923416	0.015941874973385728	0.010812794248677695	878.0675615098439
23	500	1000	0.01	1.5	1639.9047716287823	0.030862222000253688	0.009445423540466737	878.0675615098439
23	500	1000	0.01	1.5	1331.4945420707236	0.02179812151933168	0.009445423540466737	878.0675615098439
23	500	1000	0.01	1.5	758.8617212983494	-0.01225720682187264	0.009445423540466737	878.0675615098439
23	500	1000	0.01	1.5	3945.3218895340815	0.07002304639196501	0.009445423540466737	878.0675615098439
24	500	1000	0.01	1.5	588.1398488441571	-0.05238132041028942	0.010098014608870902	878.0675615098439
24	500	1000	0.01	1.5	746.7637308235699	-0.0172627171925252	0.010098014608870902	878.0675615098439
24	500	1000	0.01	1.5	793.0796756799309	-0.020579453586959215	0.010098014608870902	878.0675615098439
24	500	1000	0.01	1.5	831.0208369998778	-0.026586861850970634	0.010098014608870902	878.0675615098439
25	500	1000	0.01	1.5	1011.8123021738512	0.03085840163329799	0.012668980000258385	878.0675615098439
25	500	1000	0.01	1.5	827.8506832483475	-0.00573014030339764	0.012668980000258385	878.0675615098439
25	500	1000	0.01	1.5	822.2839535260489	0.0014385719240006983	0.012668980000258385	878.0675615098439
25	500	1000	0.01	1.5	1814.69148823653	0.03954219874030734	0.012668980000258385	878.0675615098439
26	500	1000	0.01	1.5	1018.5199604032127	0.01956148396665362	0.010848489974235433	878.0675615098439
26	500	1000	0.01	1.5	2291.1336564448616	0.030077847310207535	0.010848489974235433	878.0675615098439
26	500	1000	0.01	1.5	1052.8922720034393	0.002152287939795476	0.010848489974235433	878.0675615098439
26	500	1000	0.01	1.5	753.3516305468341	-0.05254172756083503	0.010848489974235433	878.0675615098439
27	500	1000	0.01	1.5	944.8474043104652	0.003748558534567774	0.01096167758496904	878.0675615098439
27	500	1000	0.01	1.5	498.401248427601	-0.05631812917222892	0.01096167758496904	878.0675615098439
27	500	1000	0.01	1.5	885.9093226272059	-0.017338981583829006	0.01096167758496904	878.0675615098439
27	500	1000	0.01	1.5	1259.347546987954	0.0608376816356166	0.01096167758496904	878.0675615098439
28	500	1000	0.01	1.5	1134.2930371078962	0.02974093299381474	0.010572342185566772	878.0675615098439
28	500	1000	0.01	1.5	597.5241923714304	-0.020508444548153714	0.010572342185566772	878.0675615098439
28	500	1000	0.01	1.5	2554.75435038453	0.0687219951500927	0.010572342185566772	878.0675615098439
28	500	1000	0.01	1.5	1748.1740382917533	0.04019753539094998	0.010572342185566772	878.0675615098439
29	500	1000	0.01	1.5	825.0634304112467	0.0084830969890657415	0.00935356911162259	878.0675615098439
29	500	1000	0.01	1.5	1275.098123500355	0.01945288189548436	0.00935356911162259	878.0675615098439
29	500	1000	0.01	1.5	980.4650999936322	0.02019623074656167	0.00935356911162259	878.0675615098439
29	500	1000	0.01	1.5	2929.7825711917285	0.07201997671622329	0.00935356911162259	878.0675615098439
30	500	1000	0.01	1.5	885.8788938443013	-0.005326913158241031	0.009323029120594156	878.0675615098439
30	500	1000	0.01	1.5	3855.64260492519	0.05093047760799175	0.009323029120594156	878.0675615098439
30	500	1000	0.01	1.5	2039.1642474588893	0.058630672284705136	0.009323029120594156	878.0675615098439
30	500	1000	0.01	1.5	816.3495466634189	3.411476472559905e-4	0.009323029120594156	878.0675615098439
1	500	1000	0.05	0.01	919.6839077221028	0.025592345301916033	0.028537273047194497	59.13178532062706
1	500	1000	0.05	0.01	1565.9723883890954	0.02641852820047439	0.028537273047194497	59.13178532062706
1	500	1000	0.05	0.01	1049.7726127566873	0.025012202379838176	0.028537273047194497	59.13178532062706
1	500	1000	0.05	0.01	1259.7040095559805	0.026197828595606782	0.028537273047194497	59.13178532062706
2	500	1000	0.05	0.01	809.1620843274145	0.09570375838791237	0.06478729000328906	59.13178532062706
2	500	1000	0.05	0.01	847.0423789714243	0.09601659353522743	0.06478729000328906	59.13178532062706
2	500	1000	0.05	0.01	1236.5578662158648	0.09748636124626556	0.06478729000328906	59.13178532062706
2	500	1000	0.05	0.01	1524.4250144283562	0.09888739615844185	0.06478729000328906	59.13178532062706
3	500	1000	0.05	0.01	-9895.110090449387	0.027006933528387348	0.02907527779289034	59.13178532062706
3	500	1000	0.05	0.01	-2818.2205121781058	0.026298102245889517	0.02907527779289034	59.13178532062706
3	500	1000	0.05	0.01	7071.630188085886	0.02573538533688167	0.02907527779289034	59.13178532062706
3	500	1000	0.05	0.01	1864.3680177438462	0.025307621908817347	0.02907527779289034	59.13178532062706
4	500	1000	0.05	0.01	1375.842612335142	0.04320980575886316	0.05716805415672777	59.13178532062706
4	500	1000	0.05	0.01	28659.579119589966	0.043804938727590115	0.05716805415672777	59.13178532062706
4	500	1000	0.05	0.01	1017.288686173032	0.04180099393887878	0.05716805415672777	59.13178532062706
4	500	1000	0.05	0.01	-7820.020616142401	0.04362677083972029	0.05716805415672777	59.13178532062706
5	500	1000	0.05	0.01	722.2311988543514	0.035023801474701535	0.0384749096022733	59.13178532062706
5	500	1000	0.05	0.01	644.7300661289011	0.03460551938828189	0.0384749096022733	59.13178532062706
5	500	1000	0.05	0.01	1356.5886725911982	0.03661999840746002	0.0384749096022733	59.13178532062706
5	500	1000	0.05	0.01	-5792.054506498066	0.03834104556592979	0.0384749096022733	59.13178532062706
6	500	1000	0.05	0.01	151.13479777452557	0.2460297516729677	0.139535787387999	59.13178532062706
6	500	1000	0.05	0.01	171.7155808804559	0.24529828343943746	0.139535787387999	59.13178532062706
6	500	1000	0.05	0.01	159.06846936718054	0.24274652113065692	0.139535787387999	59.13178532062706
6	500	1000	0.05	0.01	151.35552704781614	0.24466939176620406	0.139535787387999	59.13178532062706
7	500	1000	0.05	0.01	571.5810759012028	0.021327936617823666	0.04006190002981068	59.13178532062706
7	500	1000	0.05	0.01	1066.1699204591414	0.02362582972199718	0.04006190002981068	59.13178532062706
7	500	1000	0.05	0.01	3050.8549972616484	0.023788409923775712	0.04006190002981068	59.13178532062706
7	500	1000	0.05	0.01	2830.5786145067323	0.02373337318321188	0.04006190002981068	59.13178532062706
8	500	1000	0.05	0.01	3195.759279817496	0.02023837083350585	0.04246888965033566	59.13178532062706
8	500	1000	0.05	0.01	1018.6476404079705	0.017801203598242606	0.04246888965033566	59.13178532062706
8	500	1000	0.05	0.01	2931.0230581309147	0.019981611182138464	0.04246888965033566	59.13178532062706
8	500	1000	0.05	0.01	-8711.4540313099	0.020987145940951267	0.04246888965033566	59.13178532062706
9	500	1000	0.05	0.01	744.8646063897071	0.015354190296282471	0.0355320248467038	59.13178532062706
9	500	1000	0.05	0.01	2237.137358382837	0.015323993414076064	0.0355320248467038	59.13178532062706
9	500	1000	0.05	0.01	1387.3125513495252	0.0154653655108963	0.0355320248467038	59.13178532062706
9	500	1000	0.05	0.01	1074.3576445579552	0.016017468981496807	0.0355320248467038	59.13178532062706
10	500	1000	0.05	0.01	463.9425858205571	0.013501436637293156	0.029624787570830518	59.13178532062706
10	500	1000	0.05	0.01	794.7511291260148	0.015759001740951642	0.029624787570830518	59.13178532062706
10	500	1000	0.05	0.01	1323.1022672576944	0.015525481797848045	0.029624787570830518	59.13178532062706
10	500	1000	0.05	0.01	928.865219547568	0.01545032237550269	0.029624787570830518	59.13178532062706
11	500	1000	0.05	0.01	2845.98948401938	0.10439324616966122	0.07641548356049578	59.13178532062706
11	500	1000	0.05	0.01	777.3380475543796	0.10428608339809194	0.07641548356049578	59.13178532062706
11	500	1000	0.05	0.01	1007.9472816112442	0.10432911509994684	0.07641548356049578	59.13178532062706
11	500	1000	0.05	0.01	1754.9085482916014	0.10556205381954953	0.07641548356049578	59.13178532062706
12	500	1000	0.05	0.01	4208.298834582816	0.010228436895894233	0.017971223018937842	59.13178532062706
12	500	1000	0.05	0.01	832.4151213213383	0.008488243861808182	0.017971223018937842	59.13178532062706
12	500	1000	0.05	0.01	646.5018922292761	0.008376604963708465	0.017971223018937842	59.13178532062706
12	500	1000	0.05	0.01	973.1650134866247	0.00878865281569912	0.017971223018937842	59.13178532062706
13	500	1000	0.05	0.01	1025.6111272021335	0.029766751947505787	0.04098873131422549	59.13178532062706
13	500	1000	0.05	0.01	1470.9658539882553	0.02865537896668116	0.04098873131422549	59.13178532062706
13	500	1000	0.05	0.01	1635.2777551572433	0.029715383995091205	0.04098873131422549	59.13178532062706
13	500	1000	0.05	0.01	2152.23639426259	0.029589921844293644	0.04098873131422549	59.13178532062706
14	500	1000	0.05	0.01	803.2219243631712	0.029954531454522083	0.044755468556277274	59.13178532062706
14	500	1000	0.05	0.01	775.8135121413486	0.030814629082868486	0.044755468556277274	59.13178532062706
14	500	1000	0.05	0.01	808.4115248560007	0.029541829816126203	0.044755468556277274	59.13178532062706
14	500	1000	0.05	0.01	763.5142838786804	0.02994520577892063	0.044755468556277274	59.13178532062706
15	500	1000	0.05	0.01	726.0877140592559	0.0677694604242639	0.040591299332290894	59.13178532062706
15	500	1000	0.05	0.01	541.64414911382	0.06752695706596659	0.040591299332290894	59.13178532062706
15	500	1000	0.05	0.01	607.133707688703	0.06681314367946521	0.040591299332290894	59.13178532062706
15	500	1000	0.05	0.01	980.3958719174973	0.06828865690055191	0.040591299332290894	59.13178532062706
16	500	1000	0.05	0.01	1394.2741641504272	0.025649977215308192	0.04653416013051685	59.13178532062706
16	500	1000	0.05	0.01	1239.8901038821455	0.026185090625591163	0.04653416013051685	59.13178532062706
16	500	1000	0.05	0.01	1055.4735849236613	0.02567566138727423	0.04653416013051685	59.13178532062706
16	500	1000	0.05	0.01	1355.748424147747	0.0256653530381756	0.04653416013051685	59.13178532062706
17	500	1000	0.05	0.01	2377.9552686445095	0.019368252561571098	0.030972391628367523	59.13178532062706
17	500	1000	0.05	0.01	24897.451789751758	0.020261612832130457	0.030972391628367523	59.13178532062706
17	500	1000	0.05	0.01	644.7104775325694	0.018356202250832333	0.030972391628367523	59.13178532062706
